maintenance_event_id,site_id,part_id,event_date,equipment_id,status,days_non_mission_capable,backlog_days,defect_flag
8882,SITE-088,PART-4306,2025-09-24,EQ-3543,completed,2,0,False
8883,SITE-017,PART-5503,2026-08-14,EQ-1228,open,15,16,False
8884,SITE-054,PART-2062,2023-03-03,EQ-8549,in_progress,4,1,False
8885,SITE-062,PART-2353,2023-05-09,EQ-1986,completed,6,0,False
8886,SITE-066,PART-8969,2023-11-02,EQ-4276,deferred,23,1,False
8887,SITE-007,PART-2654,2024-10-03,EQ-2851,in_progress,10,31,False
8888,SITE-013,PART-9010,2024-05-03,EQ-7850,in_progress,14,39,False
8889,SITE-010,PART-9037,2026-11-03,EQ-9716,deferred,29,15,False
8890,SITE-019,PART-7397,2023-05-06,EQ-6032,completed,3,0,False
8891,SITE-057,PART-2848,2025-04-11,EQ-3841,completed,0,0,False
8892,SITE-048,PART-1689,2026-11-01,EQ-3997,open,26,45,False
8893,SITE-045,PART-9430,2024-05-02,EQ-2609,in_progress,17,4,False
8894,SITE-029,PART-3154,2025-04-22,EQ-9555,open,19,23,False
8895,SITE-004,PART-3239,2025-07-06,EQ-2052,completed,10,0,False
8896,SITE-044,PART-5052,2026-02-11,EQ-3606,deferred,24,37,False
8897,SITE-031,PART-2760,2023-10-18,EQ-6167,deferred,12,26,False
8898,SITE-098,PART-5957,2023-12-18,EQ-5347,awaiting_parts,21,43,False
8899,SITE-058,PART-3907,2025-05-23,EQ-4159,completed,6,0,False
8900,SITE-007,PART-6616,2023-10-26,EQ-5408,deferred,3,35,False
8901,SITE-010,PART-2615,2025-08-17,EQ-7804,in_progress,11,42,False
8902,SITE-028,PART-5118,2025-08-01,EQ-4317,completed,0,0,True
8903,SITE-073,PART-2451,2026-03-14,EQ-7198,awaiting_parts,22,14,False
8904,SITE-029,PART-3516,2026-05-09,EQ-4442,in_progress,28,21,False
8905,SITE-010,PART-9037,2025-10-08,EQ-8253,awaiting_parts,10,24,False
8906,SITE-040,PART-3833,2023-07-23,EQ-6428,awaiting_parts,26,14,False
8907,SITE-046,PART-7689,2024-12-19,EQ-2650,open,20,11,False
8908,SITE-027,PART-9069,2025-05-02,EQ-3825,completed,10,0,False
8909,SITE-008,PART-8418,2025-11-16,EQ-7171,completed,4,0,False
8910,SITE-078,PART-8800,2026-05-03,EQ-1463,in_progress,29,9,False
8911,SITE-030,PART-1283,2026-05-15,EQ-1113,deferred,14,22,False
8912,SITE-089,PART-4942,2026-06-14,EQ-2381,awaiting_parts,25,10,True
8913,SITE-083,PART-8893,2024-04-16,EQ-2642,in_progress,22,45,True
8914,SITE-063,PART-3256,2024-09-14,EQ-2077,awaiting_parts,7,39,False
8915,SITE-085,PART-2245,2025-11-20,EQ-1566,in_progress,17,14,False
8916,SITE-040,PART-5259,2024-06-08,EQ-1497,open,28,8,False
8917,SITE-020,PART-2800,2024-07-21,EQ-4933,open,30,41,False
8918,SITE-007,PART-5740,2024-10-26,EQ-7043,in_progress,18,41,False
8919,SITE-003,PART-6189,2025-12-17,EQ-9528,deferred,27,32,False
8920,SITE-062,PART-7209,2025-08-16,EQ-1058,open,22,42,True
8921,SITE-098,PART-8972,2026-10-12,EQ-9615,in_progress,14,45,False
8922,SITE-001,PART-5979,2024-09-05,EQ-6568,awaiting_parts,17,32,False
8923,SITE-067,PART-8066,2025-10-06,EQ-3553,awaiting_parts,6,36,True
8924,SITE-084,PART-1232,2024-05-28,EQ-6400,completed,10,0,False
8925,SITE-091,PART-5097,2023-11-20,EQ-3292,open,9,24,False
8926,SITE-036,PART-3613,2026-09-26,EQ-6800,in_progress,25,19,False
8927,SITE-069,PART-7246,2026-11-16,EQ-8179,in_progress,5,31,False
8928,SITE-100,PART-8714,2026-05-23,EQ-6585,deferred,2,14,True
8929,SITE-040,PART-2245,2026-04-12,EQ-9924,in_progress,1,21,False
8930,SITE-057,PART-2732,2024-07-14,EQ-2568,deferred,17,34,False
8931,SITE-040,PART-3738,2023-02-14,EQ-2731,awaiting_parts,21,1,False
8932,SITE-097,PART-2703,2024-02-18,EQ-6003,open,13,36,False
8933,SITE-087,PART-3854,2023-11-07,EQ-6977,awaiting_parts,20,43,False
8934,SITE-086,PART-4400,2026-09-11,EQ-6756,deferred,19,3,False
8935,SITE-021,PART-3702,2025-06-15,EQ-3796,completed,9,0,False
8936,SITE-027,PART-8583,2024-12-02,EQ-7071,deferred,2,44,False
8937,SITE-006,PART-5690,2023-12-17,EQ-9977,awaiting_parts,13,14,False
8938,SITE-023,PART-5682,2023-03-08,EQ-1403,in_progress,18,10,False
8939,SITE-086,PART-4887,2026-02-09,EQ-1852,open,23,23,False
8940,SITE-095,PART-2608,2026-03-07,EQ-4702,open,25,28,True
8941,SITE-057,PART-4791,2026-07-05,EQ-9425,deferred,22,35,False
8942,SITE-054,PART-7581,2023-12-22,EQ-2971,open,27,34,False
8943,SITE-044,PART-5443,2023-09-24,EQ-8463,deferred,12,16,False
8944,SITE-050,PART-2654,2024-09-15,EQ-9568,completed,9,0,False
8945,SITE-021,PART-6464,2025-05-01,EQ-3864,completed,6,0,False
8946,SITE-019,PART-1848,2025-11-25,EQ-1351,in_progress,26,1,False
8947,SITE-027,PART-3125,2024-06-20,EQ-3442,open,27,36,False
8948,SITE-008,PART-8972,2025-09-20,EQ-7941,open,28,6,False
8949,SITE-059,PART-4236,2026-10-20,EQ-5746,in_progress,5,30,False
8950,SITE-027,PART-4681,2025-06-19,EQ-2941,deferred,6,42,True
8951,SITE-013,PART-2959,2025-10-04,EQ-4944,open,15,40,False
8952,SITE-061,PART-8360,2024-06-14,EQ-3043,open,6,29,False
8953,SITE-043,PART-2626,2023-05-22,EQ-2599,in_progress,11,18,False
8954,SITE-014,PART-6621,2025-07-03,EQ-4526,deferred,14,31,False
8955,SITE-027,PART-7769,2025-12-08,EQ-5707,deferred,6,13,False
8956,SITE-029,PART-9428,2024-09-10,EQ-5609,open,20,23,False
8957,SITE-067,PART-5134,2023-12-06,EQ-5437,in_progress,4,10,False
8958,SITE-086,PART-9702,2024-02-08,EQ-7069,open,16,26,False
8959,SITE-081,PART-9312,2026-07-13,EQ-3381,deferred,9,8,False
8960,SITE-032,PART-3651,2025-09-04,EQ-4273,in_progress,18,30,False
8961,SITE-070,PART-4707,2025-01-27,EQ-3928,deferred,16,20,False
8962,SITE-040,PART-5159,2025-04-13,EQ-6080,open,2,27,True
8963,SITE-007,PART-9831,2023-05-01,EQ-8489,open,2,23,False
8964,SITE-009,PART-1995,2023-03-14,EQ-4084,completed,6,0,True
8965,SITE-013,PART-5695,2025-06-05,EQ-6395,deferred,10,43,True
8966,SITE-031,PART-4549,2026-09-08,EQ-2747,open,30,4,False
8967,SITE-050,PART-4527,2026-03-02,EQ-2806,in_progress,20,27,False
8968,SITE-090,PART-6236,2023-01-15,EQ-6275,awaiting_parts,30,31,False
8969,SITE-076,PART-8594,2025-03-10,EQ-5966,completed,10,0,False
8970,SITE-070,PART-1423,2024-12-04,EQ-7401,awaiting_parts,6,22,False
8971,SITE-059,PART-7526,2024-08-10,EQ-2045,awaiting_parts,6,17,True
8972,SITE-048,PART-3516,2024-04-18,EQ-1820,completed,1,0,False
8973,SITE-025,PART-2745,2025-05-10,EQ-2955,completed,9,0,True
8974,SITE-074,PART-6613,2025-02-06,EQ-8066,awaiting_parts,3,5,False
8975,SITE-023,PART-5265,2025-07-05,EQ-4461,in_progress,20,3,False
8976,SITE-082,PART-2165,2025-03-21,EQ-7161,in_progress,30,12,False
8977,SITE-010,PART-6464,2025-11-26,EQ-9303,in_progress,1,33,False
8978,SITE-053,PART-2745,2025-08-28,EQ-6964,open,26,13,False
8979,SITE-003,PART-7078,2023-09-06,EQ-4740,deferred,1,29,False
8980,SITE-017,PART-1720,2023-05-02,EQ-3761,in_progress,25,13,False
8981,SITE-072,PART-7973,2023-04-09,EQ-1805,completed,2,0,False
8982,SITE-029,PART-7340,2025-02-03,EQ-7509,in_progress,27,44,False
8983,SITE-085,PART-9743,2026-10-06,EQ-1820,in_progress,3,14,False
8984,SITE-028,PART-8686,2024-01-22,EQ-7404,open,27,2,False
8985,SITE-072,PART-3951,2025-04-18,EQ-8626,completed,3,0,False
8986,SITE-045,PART-4100,2025-05-19,EQ-3808,completed,2,0,False
8987,SITE-080,PART-1214,2026-05-23,EQ-6606,deferred,2,27,False
8988,SITE-003,PART-2237,2023-03-03,EQ-1498,completed,10,0,False
8989,SITE-028,PART-6158,2026-01-27,EQ-5568,completed,4,0,True
8990,SITE-036,PART-3474,2023-04-05,EQ-9387,in_progress,26,44,False
8991,SITE-029,PART-3006,2024-09-17,EQ-1577,awaiting_parts,2,14,False
8992,SITE-060,PART-2824,2025-04-17,EQ-5068,open,29,6,False
8993,SITE-002,PART-8165,2025-10-19,EQ-6086,completed,3,0,False
8994,SITE-090,PART-9234,2025-09-05,EQ-3387,in_progress,19,37,False
8995,SITE-080,PART-6117,2025-11-17,EQ-4813,open,25,9,True
8996,SITE-027,PART-9821,2026-03-14,EQ-8713,open,25,10,False
8997,SITE-035,PART-4846,2025-06-07,EQ-5619,open,15,8,False
8998,SITE-099,PART-9418,2023-11-23,EQ-4165,open,14,4,True
8999,SITE-069,PART-8090,2025-12-01,EQ-4007,awaiting_parts,17,10,False
9000,SITE-009,PART-8743,2026-07-08,EQ-2727,awaiting_parts,18,37,False
9001,SITE-050,PART-8481,2025-11-13,EQ-6427,open,3,16,False
9002,SITE-029,PART-6733,2025-03-03,EQ-7573,completed,9,0,False
9003,SITE-006,PART-6111,2024-08-13,EQ-9643,awaiting_parts,14,17,False
9004,SITE-097,PART-4833,2026-02-08,EQ-3103,deferred,3,2,False
9005,SITE-061,PART-9495,2025-10-24,EQ-4990,awaiting_parts,9,39,False
9006,SITE-036,PART-4364,2024-05-20,EQ-1460,completed,3,0,False
9007,SITE-099,PART-5057,2023-05-08,EQ-8959,deferred,17,40,False
9008,SITE-079,PART-3727,2023-09-10,EQ-1683,deferred,2,17,False
9009,SITE-023,PART-8764,2023-09-14,EQ-7843,completed,8,0,False
9010,SITE-031,PART-7655,2025-04-28,EQ-9454,completed,10,0,False
9011,SITE-069,PART-2744,2024-08-13,EQ-1776,completed,7,0,False
9012,SITE-049,PART-7720,2026-01-21,EQ-1912,awaiting_parts,5,4,False
9013,SITE-095,PART-6083,2023-07-28,EQ-9494,awaiting_parts,11,44,False
9014,SITE-093,PART-9595,2023-08-02,EQ-1750,awaiting_parts,12,43,False
9015,SITE-039,PART-1535,2023-05-20,EQ-5284,in_progress,19,9,False
9016,SITE-029,PART-6322,2025-11-25,EQ-9480,completed,4,0,False
9017,SITE-086,PART-2798,2025-07-24,EQ-9939,completed,10,0,False
9018,SITE-098,PART-8223,2026-04-12,EQ-8086,deferred,14,42,False
9019,SITE-054,PART-2709,2026-08-20,EQ-9831,in_progress,21,13,False
9020,SITE-065,PART-4084,2024-03-13,EQ-2064,open,7,6,False
9021,SITE-057,PART-6320,2026-09-12,EQ-5250,open,19,22,False
9022,SITE-082,PART-1897,2024-03-18,EQ-2353,awaiting_parts,1,45,False
9023,SITE-014,PART-9950,2024-09-28,EQ-7789,completed,10,0,True
9024,SITE-057,PART-8260,2025-04-07,EQ-1021,deferred,7,43,False
9025,SITE-073,PART-5468,2024-10-26,EQ-1871,open,12,45,False
9026,SITE-022,PART-3217,2023-11-21,EQ-1568,deferred,17,2,False
9027,SITE-092,PART-3907,2023-05-28,EQ-4501,deferred,13,33,False
9028,SITE-020,PART-9597,2025-08-03,EQ-7653,awaiting_parts,1,13,False
9029,SITE-077,PART-5288,2025-10-25,EQ-7303,open,19,32,False
9030,SITE-095,PART-2327,2026-05-08,EQ-3743,deferred,22,42,False
9031,SITE-037,PART-9821,2026-09-14,EQ-2839,awaiting_parts,30,39,False
9032,SITE-021,PART-4763,2023-11-26,EQ-5128,in_progress,13,24,False
9033,SITE-037,PART-3043,2024-04-26,EQ-9715,deferred,12,5,False
9034,SITE-003,PART-4335,2023-02-04,EQ-8967,open,13,9,False
9035,SITE-037,PART-2817,2024-09-19,EQ-4660,in_progress,17,28,False
9036,SITE-024,PART-9977,2023-01-03,EQ-4503,in_progress,14,38,False
9037,SITE-099,PART-4619,2024-11-14,EQ-8440,completed,0,0,False
9038,SITE-041,PART-6886,2025-03-07,EQ-7351,deferred,29,40,True
9039,SITE-023,PART-6117,2025-04-10,EQ-8727,open,22,41,False
9040,SITE-060,PART-6338,2023-02-18,EQ-2983,in_progress,22,1,False
9041,SITE-053,PART-8949,2023-12-25,EQ-6855,deferred,14,16,False
9042,SITE-023,PART-7678,2025-12-06,EQ-6262,completed,10,0,False
9043,SITE-057,PART-7100,2026-11-13,EQ-4960,completed,2,0,False
9044,SITE-038,PART-5013,2026-04-07,EQ-2475,awaiting_parts,9,25,False
9045,SITE-015,PART-3954,2023-06-23,EQ-2161,open,29,22,False
9046,SITE-098,PART-9826,2026-06-12,EQ-3039,in_progress,8,25,False
9047,SITE-019,PART-8110,2023-02-17,EQ-8968,in_progress,4,21,False
9048,SITE-018,PART-9213,2025-07-04,EQ-8630,in_progress,13,2,False
9049,SITE-043,PART-5819,2024-03-05,EQ-1216,in_progress,25,34,False
9050,SITE-027,PART-3184,2025-06-25,EQ-7868,in_progress,16,39,False
9051,SITE-071,PART-4906,2023-07-26,EQ-6564,completed,9,0,False
9052,SITE-045,PART-6797,2025-06-25,EQ-4154,open,29,24,False
9053,SITE-063,PART-9502,2025-10-11,EQ-5469,in_progress,9,31,False
9054,SITE-004,PART-4100,2023-08-15,EQ-2029,in_progress,3,3,True
9055,SITE-052,PART-9687,2023-10-14,EQ-4994,completed,7,0,False
9056,SITE-085,PART-8589,2026-08-13,EQ-1747,completed,4,0,False
9057,SITE-028,PART-7812,2026-06-03,EQ-8729,in_progress,6,8,False
9058,SITE-079,PART-4364,2025-09-19,EQ-9950,in_progress,5,9,False
9059,SITE-016,PART-2437,2023-04-18,EQ-6730,in_progress,3,32,False
9060,SITE-018,PART-2685,2024-05-02,EQ-6894,open,10,37,False
9061,SITE-019,PART-8032,2024-10-02,EQ-9908,awaiting_parts,5,19,False
9062,SITE-058,PART-9118,2024-12-06,EQ-6896,awaiting_parts,24,13,True
9063,SITE-088,PART-4116,2024-03-20,EQ-9529,deferred,11,20,False
9064,SITE-040,PART-3393,2024-04-04,EQ-7693,awaiting_parts,9,5,False
9065,SITE-028,PART-5004,2025-06-15,EQ-7268,completed,0,0,False
9066,SITE-055,PART-4833,2024-06-27,EQ-6469,open,20,7,False
9067,SITE-007,PART-7985,2024-06-16,EQ-9018,awaiting_parts,7,32,False
9068,SITE-045,PART-7597,2023-08-15,EQ-7465,awaiting_parts,23,41,False
9069,SITE-091,PART-1209,2023-04-20,EQ-6832,in_progress,25,3,False
9070,SITE-041,PART-9164,2026-01-01,EQ-5859,deferred,19,29,False
9071,SITE-001,PART-8781,2023-08-02,EQ-5975,deferred,14,42,False
9072,SITE-098,PART-5181,2025-11-11,EQ-3779,awaiting_parts,12,16,False
9073,SITE-050,PART-1705,2024-03-02,EQ-1258,open,8,25,False
9074,SITE-032,PART-6338,2025-04-05,EQ-5596,awaiting_parts,7,21,False
9075,SITE-007,PART-9430,2023-08-01,EQ-8258,in_progress,17,39,False
9076,SITE-078,PART-6436,2026-11-23,EQ-7536,awaiting_parts,3,13,True
9077,SITE-010,PART-2322,2026-03-24,EQ-9244,completed,9,0,False
9078,SITE-087,PART-2293,2025-01-25,EQ-6739,awaiting_parts,9,34,False
9079,SITE-013,PART-8865,2024-09-04,EQ-4044,deferred,15,35,False
9080,SITE-024,PART-5912,2025-07-11,EQ-6826,completed,1,0,True
9081,SITE-052,PART-6757,2026-04-01,EQ-4017,in_progress,22,7,False
9082,SITE-077,PART-3716,2025-02-26,EQ-2619,open,10,43,True
9083,SITE-003,PART-9058,2024-08-27,EQ-1199,deferred,15,14,False
9084,SITE-036,PART-6387,2023-08-02,EQ-8042,in_progress,8,42,False
9085,SITE-061,PART-9126,2023-09-14,EQ-6928,in_progress,30,22,False
9086,SITE-094,PART-3179,2024-04-28,EQ-4290,completed,0,0,True
9087,SITE-011,PART-8941,2026-04-11,EQ-5977,completed,8,0,False
9088,SITE-011,PART-5882,2026-11-08,EQ-4245,awaiting_parts,3,33,False
9089,SITE-071,PART-6897,2023-04-14,EQ-4857,in_progress,2,41,False
9090,SITE-091,PART-8755,2026-11-18,EQ-2862,deferred,24,6,True
9091,SITE-013,PART-9329,2023-07-14,EQ-7681,completed,9,0,False
9092,SITE-100,PART-5863,2026-07-25,EQ-2394,open,19,36,False
9093,SITE-019,PART-1209,2026-11-01,EQ-8912,deferred,9,25,False
9094,SITE-030,PART-1144,2023-01-07,EQ-2521,deferred,19,24,False
9095,SITE-036,PART-8858,2025-05-20,EQ-7644,in_progress,18,3,False
9096,SITE-082,PART-5740,2023-07-18,EQ-1335,open,29,20,False
9097,SITE-020,PART-5121,2024-04-09,EQ-5488,deferred,7,7,False
9098,SITE-044,PART-9547,2026-01-02,EQ-4707,in_progress,28,44,False
9099,SITE-097,PART-1513,2026-01-10,EQ-8248,awaiting_parts,4,30,False
9100,SITE-061,PART-7209,2025-10-25,EQ-6464,completed,7,0,False
9101,SITE-077,PART-5940,2025-02-20,EQ-1577,in_progress,8,11,False
9102,SITE-096,PART-1705,2026-10-02,EQ-4478,deferred,21,30,False
9103,SITE-056,PART-6003,2025-09-08,EQ-3136,completed,1,0,False
9104,SITE-077,PART-3654,2025-09-21,EQ-3480,deferred,13,42,False
9105,SITE-047,PART-5349,2023-04-04,EQ-6473,deferred,5,11,False
9106,SITE-035,PART-1886,2026-02-25,EQ-3546,open,21,22,False
9107,SITE-089,PART-9010,2023-04-10,EQ-5454,open,4,36,False
9108,SITE-046,PART-8325,2026-06-14,EQ-7607,deferred,5,37,False
9109,SITE-015,PART-2804,2025-03-15,EQ-5071,in_progress,9,31,False
9110,SITE-009,PART-2848,2023-05-23,EQ-4433,awaiting_parts,9,30,False
9111,SITE-041,PART-1584,2023-10-25,EQ-2451,completed,1,0,False
9112,SITE-096,PART-3484,2024-01-02,EQ-2497,awaiting_parts,8,35,False
9113,SITE-004,PART-6358,2026-10-14,EQ-1842,deferred,6,30,False
9114,SITE-061,PART-3918,2023-02-21,EQ-1077,completed,0,0,False
9115,SITE-081,PART-3336,2025-09-19,EQ-7070,in_progress,25,8,False
9116,SITE-060,PART-6566,2024-05-01,EQ-8968,open,18,33,False
9117,SITE-049,PART-9071,2023-06-24,EQ-7735,awaiting_parts,2,12,False
9118,SITE-056,PART-4716,2025-06-06,EQ-3696,completed,7,0,True
9119,SITE-020,PART-4158,2026-02-14,EQ-5778,completed,1,0,False
9120,SITE-039,PART-6464,2025-09-02,EQ-6353,deferred,20,44,False
9121,SITE-025,PART-7942,2025-11-21,EQ-4464,open,18,24,True
9122,SITE-031,PART-2760,2025-03-15,EQ-8548,deferred,26,3,False
9123,SITE-086,PART-3270,2023-05-19,EQ-6698,in_progress,18,3,False
9124,SITE-007,PART-9341,2024-04-14,EQ-6494,completed,7,0,False
9125,SITE-087,PART-5042,2026-02-15,EQ-8673,open,13,23,False
9126,SITE-035,PART-3727,2023-10-19,EQ-7353,awaiting_parts,3,44,False
9127,SITE-075,PART-1779,2023-03-27,EQ-8382,deferred,17,3,False
9128,SITE-082,PART-2385,2026-01-12,EQ-3538,deferred,1,31,False
9129,SITE-026,PART-9885,2024-04-13,EQ-2542,awaiting_parts,7,37,False
9130,SITE-078,PART-9384,2023-06-10,EQ-3415,open,4,19,False
9131,SITE-003,PART-9866,2026-06-14,EQ-8796,completed,0,0,True
9132,SITE-067,PART-6135,2026-04-12,EQ-9739,deferred,22,5,False
9133,SITE-048,PART-3234,2024-05-06,EQ-7403,completed,3,0,False
9134,SITE-074,PART-7080,2025-12-08,EQ-3731,completed,0,0,False
9135,SITE-058,PART-2172,2024-04-24,EQ-2787,completed,1,0,False
9136,SITE-019,PART-8925,2023-09-17,EQ-5335,in_progress,26,32,False
9137,SITE-007,PART-4658,2025-10-04,EQ-4671,open,27,1,False
9138,SITE-024,PART-4808,2025-11-17,EQ-8607,completed,9,0,False
9139,SITE-049,PART-2685,2024-11-14,EQ-3508,in_progress,15,29,False
9140,SITE-085,PART-1832,2025-08-09,EQ-4442,open,10,1,False
9141,SITE-084,PART-9048,2023-12-03,EQ-6290,deferred,28,28,False
9142,SITE-092,PART-6971,2026-08-08,EQ-8207,awaiting_parts,21,9,False
9143,SITE-078,PART-4851,2025-03-02,EQ-1347,open,3,34,False
9144,SITE-060,PART-6477,2026-05-27,EQ-8133,open,7,11,False
9145,SITE-054,PART-6659,2025-12-21,EQ-7785,completed,9,0,False
9146,SITE-053,PART-9631,2023-09-26,EQ-5455,open,14,39,False
9147,SITE-026,PART-7026,2025-11-24,EQ-7437,deferred,30,41,False
9148,SITE-015,PART-3098,2025-11-02,EQ-8484,open,19,1,False
9149,SITE-002,PART-8066,2023-02-09,EQ-3170,open,1,29,False
9150,SITE-054,PART-6821,2026-02-02,EQ-2084,in_progress,20,22,False
9151,SITE-007,PART-3984,2024-06-23,EQ-1147,completed,3,0,False
9152,SITE-054,PART-4493,2023-08-20,EQ-8784,completed,7,0,True
9153,SITE-020,PART-2176,2024-12-16,EQ-4456,awaiting_parts,28,28,False
9154,SITE-063,PART-9597,2024-11-10,EQ-8473,open,14,21,False
9155,SITE-075,PART-6460,2024-02-28,EQ-7494,completed,1,0,True
9156,SITE-083,PART-5940,2026-09-05,EQ-9913,deferred,7,38,False
9157,SITE-087,PART-2459,2026-07-21,EQ-9799,in_progress,10,15,False
9158,SITE-034,PART-5042,2026-10-01,EQ-4663,open,13,30,False
9159,SITE-057,PART-3979,2023-05-13,EQ-3645,open,30,24,False
9160,SITE-019,PART-3925,2023-08-15,EQ-5870,awaiting_parts,4,5,False
9161,SITE-040,PART-7018,2023-02-14,EQ-1669,deferred,3,5,False
9162,SITE-021,PART-9835,2023-11-21,EQ-2339,awaiting_parts,20,41,False
9163,SITE-030,PART-5867,2025-11-25,EQ-2327,completed,6,0,False
9164,SITE-028,PART-3719,2023-01-02,EQ-7021,completed,8,0,False
9165,SITE-017,PART-9010,2023-05-13,EQ-6005,open,28,2,False
9166,SITE-064,PART-2271,2023-01-25,EQ-4708,in_progress,21,26,False
9167,SITE-074,PART-2748,2023-04-25,EQ-4833,open,8,29,False
9168,SITE-088,PART-7186,2023-08-01,EQ-3315,in_progress,23,14,False
9169,SITE-092,PART-7930,2025-11-27,EQ-8037,deferred,8,29,False
9170,SITE-081,PART-8480,2026-09-13,EQ-9386,in_progress,23,8,False
9171,SITE-085,PART-1396,2024-06-14,EQ-4299,in_progress,30,2,False
9172,SITE-047,PART-6826,2024-04-19,EQ-3787,open,30,28,False
9173,SITE-018,PART-3279,2024-01-26,EQ-8377,completed,5,0,True
9174,SITE-006,PART-4674,2024-06-09,EQ-3629,awaiting_parts,24,30,False
9175,SITE-022,PART-5196,2025-03-25,EQ-4212,deferred,11,36,True
9176,SITE-068,PART-7827,2026-09-28,EQ-5554,in_progress,30,33,False
9177,SITE-067,PART-3474,2023-08-01,EQ-3712,deferred,21,1,True
9178,SITE-004,PART-4549,2024-05-15,EQ-2034,deferred,2,31,False
9179,SITE-042,PART-9341,2026-02-02,EQ-7316,awaiting_parts,15,41,False
9180,SITE-001,PART-4938,2024-04-10,EQ-7115,completed,8,0,False
9181,SITE-061,PART-4239,2026-03-02,EQ-8380,awaiting_parts,7,13,True
9182,SITE-073,PART-2665,2024-09-17,EQ-1010,deferred,12,41,False
9183,SITE-088,PART-2176,2026-02-20,EQ-5187,in_progress,8,25,False
9184,SITE-044,PART-2266,2024-07-27,EQ-1113,open,17,19,False
9185,SITE-059,PART-4080,2024-03-23,EQ-3620,open,16,20,False
9186,SITE-020,PART-3206,2024-03-22,EQ-8045,completed,5,0,True
9187,SITE-099,PART-3951,2025-05-09,EQ-8187,awaiting_parts,4,19,False
9188,SITE-082,PART-5160,2023-11-17,EQ-5149,awaiting_parts,11,9,False
9189,SITE-095,PART-4934,2026-06-07,EQ-5752,in_progress,10,17,False
9190,SITE-040,PART-6897,2026-04-28,EQ-6694,in_progress,23,13,False
9191,SITE-046,PART-5865,2023-01-24,EQ-1289,in_progress,8,41,True
9192,SITE-010,PART-7946,2023-02-19,EQ-1236,deferred,18,35,False
9193,SITE-077,PART-9204,2024-02-12,EQ-2198,deferred,24,45,False
9194,SITE-023,PART-1483,2023-01-22,EQ-7447,deferred,9,3,True
9195,SITE-020,PART-4735,2023-12-09,EQ-4792,completed,0,0,False
9196,SITE-048,PART-4339,2023-12-20,EQ-5717,completed,5,0,True
9197,SITE-026,PART-2177,2026-06-08,EQ-8915,open,25,25,False
9198,SITE-068,PART-7390,2024-10-28,EQ-6918,awaiting_parts,10,31,False
9199,SITE-069,PART-1036,2025-08-23,EQ-1289,deferred,23,29,False
9200,SITE-058,PART-5740,2025-11-01,EQ-4429,completed,5,0,False
9201,SITE-012,PART-2279,2023-01-27,EQ-8810,open,19,29,False
9202,SITE-087,PART-5740,2026-10-24,EQ-6180,open,30,38,False
9203,SITE-085,PART-5259,2024-07-28,EQ-7433,open,5,37,False
9204,SITE-074,PART-6120,2025-09-05,EQ-1038,deferred,11,43,False
9205,SITE-076,PART-8480,2023-04-23,EQ-3615,in_progress,9,6,False
9206,SITE-099,PART-6599,2026-05-06,EQ-1989,deferred,1,14,False
9207,SITE-005,PART-2732,2026-03-12,EQ-8097,deferred,4,38,False
9208,SITE-095,PART-8844,2026-06-25,EQ-4197,deferred,30,31,False
9209,SITE-034,PART-5057,2024-08-28,EQ-5027,in_progress,17,11,False
9210,SITE-011,PART-9988,2024-06-06,EQ-8821,completed,6,0,False
9211,SITE-017,PART-5070,2025-10-21,EQ-5631,in_progress,19,37,False
9212,SITE-036,PART-2661,2024-06-01,EQ-2302,in_progress,19,42,False
9213,SITE-050,PART-5261,2026-04-19,EQ-5724,in_progress,1,4,False
9214,SITE-013,PART-3484,2024-10-28,EQ-3046,open,9,42,False
9215,SITE-071,PART-3671,2025-01-04,EQ-7052,completed,8,0,False
9216,SITE-036,PART-3153,2024-05-24,EQ-9668,deferred,9,40,False
9217,SITE-052,PART-6886,2023-12-26,EQ-1566,awaiting_parts,30,34,True
9218,SITE-045,PART-2204,2024-03-22,EQ-6254,deferred,7,15,False
9219,SITE-009,PART-4870,2023-09-26,EQ-3244,in_progress,26,17,False
9220,SITE-046,PART-2266,2023-02-27,EQ-7353,open,20,18,False
9221,SITE-007,PART-4151,2026-06-02,EQ-2016,completed,5,0,False
9222,SITE-081,PART-3979,2026-10-05,EQ-5810,deferred,5,18,False
9223,SITE-049,PART-6659,2026-01-06,EQ-4402,awaiting_parts,19,17,False
9224,SITE-026,PART-8223,2024-12-14,EQ-5547,in_progress,24,14,True
9225,SITE-099,PART-2177,2024-12-14,EQ-4670,completed,2,0,False
9226,SITE-013,PART-3907,2023-02-09,EQ-8528,completed,4,0,False
9227,SITE-080,PART-4306,2023-10-10,EQ-4974,awaiting_parts,20,33,False
9228,SITE-007,PART-4237,2026-09-28,EQ-8797,in_progress,20,18,False
9229,SITE-024,PART-4092,2026-07-02,EQ-6788,awaiting_parts,9,8,False
9230,SITE-008,PART-2403,2024-03-23,EQ-8484,in_progress,12,8,False
9231,SITE-010,PART-5160,2023-06-17,EQ-5153,completed,7,0,False
9232,SITE-006,PART-8893,2025-05-19,EQ-9431,in_progress,10,35,False
9233,SITE-017,PART-8891,2026-02-22,EQ-2645,open,4,10,False
9234,SITE-055,PART-4493,2026-07-12,EQ-8221,open,13,11,False
9235,SITE-027,PART-3474,2024-06-15,EQ-1163,awaiting_parts,21,28,False
9236,SITE-048,PART-5642,2026-04-23,EQ-6671,awaiting_parts,18,34,False
