order_id,order_supplier_name,order_supplier_id,order_part_id,order_quantity,order_status,order_created_at,order_updated_at,site_id
7818,Ironclad Industrial Systems,IIS,PART-0850,433,delivered,2026-08-26,2026-09-18,SITE-086
7819,Blue Ridge Defense Manufacturing,BRDM,PART-0211,319,delivered,2025-07-26,2025-08-21,SITE-020
7820,Ironclad Industrial Systems,IIS,PART-0321,802,delivered,2026-04-11,2026-05-06,SITE-033
7821,Keystone Industrial Supply,KIS,PART-0261,301,shipped,2025-09-22,2025-09-26,SITE-048
7822,Compass Maritime Supply,CMS,PART-0737,178,shipped,2026-01-26,2026-01-30,SITE-064
7823,Cascade Aerospace Systems,CAS,PART-0995,835,delivered,2024-03-17,2024-03-21,SITE-054
7824,Trident Marine Components,TMC,PART-0655,931,shipped,2023-11-18,2023-11-30,SITE-048
7825,Prairie Technical Components,PTC,PART-0293,565,delivered,2023-03-18,2023-04-13,SITE-007
7826,Patriot Precision Parts,PPP,PART-0022,158,pending,2026-12-20,2027-01-18,SITE-007
7827,Sentinel Equipment Supply,SES,PART-0228,814,pending,2026-01-05,2026-01-20,SITE-060
7828,Atlas Ground Support,AGS,PART-0476,39,shipped,2023-03-18,2023-04-05,SITE-070
7829,Frontier Aviation Components,FAC,PART-0744,641,shipped,2026-11-15,2026-11-30,SITE-048
7830,Cascade Aerospace Systems,CAS,PART-0056,440,delivered,2025-12-04,2026-01-01,SITE-014
7831,Northstar Defense Supply,NDS,PART-0968,307,pending,2026-02-19,2026-02-28,SITE-005
7832,Lone Star Equipment Group,LSEG,PART-0302,478,pending,2024-08-19,2024-09-08,SITE-030
7833,Heritage Logistics Supply,HLS,PART-0495,708,pending,2025-09-26,2025-10-24,SITE-011
7834,Vector Aerospace Supply,VAS,PART-0696,274,shipped,2026-02-14,2026-03-15,SITE-043
7835,Sterling Power Systems,SPS,PART-0100,56,shipped,2023-12-09,2023-12-20,SITE-088
7836,Evergreen Field Support,EFS,PART-0707,711,delivered,2023-04-02,2023-04-07,SITE-054
7837,Trident Marine Components,TMC,PART-0346,266,pending,2025-11-19,2025-11-22,SITE-098
7838,Lone Star Equipment Group,LSEG,PART-0604,684,pending,2024-11-18,2024-12-16,SITE-009
7839,Sterling Power Systems,SPS,PART-0650,698,delivered,2023-07-07,2023-07-30,SITE-090
7840,Northstar Defense Supply,NDS,PART-0887,704,delivered,2026-04-27,2026-05-20,SITE-091
7841,Atlas Ground Support,AGS,PART-0901,898,shipped,2023-06-21,2023-07-10,SITE-076
7842,Vector Aerospace Supply,VAS,PART-0975,16,delivered,2025-12-21,2026-01-04,SITE-019
7843,Pinnacle Hydraulic Systems,PHS,PART-0265,781,delivered,2023-09-25,2023-10-12,SITE-052
7844,Harborline Industrial Supply,HIS,PART-0145,571,pending,2024-05-23,2024-05-28,SITE-063
7845,Blue Ridge Defense Manufacturing,BRDM,PART-0752,453,shipped,2025-12-22,2026-01-10,SITE-017
7846,Liberty Mechanical Systems,LMS,PART-0026,928,delivered,2023-02-05,2023-02-28,SITE-011
7847,Prairie Technical Components,PTC,PART-0578,397,delivered,2026-04-04,2026-04-23,SITE-086
7848,Sentinel Equipment Supply,SES,PART-0332,630,shipped,2024-04-04,2024-04-24,SITE-052
7849,Cascade Aerospace Systems,CAS,PART-0446,658,delivered,2026-04-12,2026-05-03,SITE-008
7850,Lone Star Equipment Group,LSEG,PART-0171,598,shipped,2024-12-01,2024-12-09,SITE-045
7851,Trident Marine Components,TMC,PART-0296,615,pending,2025-06-19,2025-07-16,SITE-088
7852,Prairie Technical Components,PTC,PART-0843,160,shipped,2026-07-19,2026-08-09,SITE-034
7853,Mesa Tactical Manufacturing,MTM,PART-0807,382,delivered,2023-01-03,2023-01-06,SITE-100
7854,Ironclad Industrial Systems,IIS,PART-0303,696,delivered,2024-02-05,2024-02-10,SITE-048
7855,Redstone Logistics Group,RLG,PART-0715,268,shipped,2026-02-07,2026-02-18,SITE-015
7856,Liberty Mechanical Systems,LMS,PART-0793,7,pending,2026-09-09,2026-10-02,SITE-096
7857,Gulf Coast Maintenance Parts,GCMP,PART-0947,369,pending,2023-11-09,2023-11-16,SITE-031
7858,Gulf Coast Maintenance Parts,GCMP,PART-0522,7,pending,2026-10-27,2026-11-11,SITE-020
7859,Evergreen Field Support,EFS,PART-0430,229,shipped,2026-04-16,2026-04-19,SITE-051
7860,Compass Maritime Supply,CMS,PART-0053,359,delivered,2024-12-21,2025-01-02,SITE-029
7861,Pinnacle Hydraulic Systems,PHS,PART-0647,601,delivered,2026-05-28,2026-06-24,SITE-092
7862,Harborline Industrial Supply,HIS,PART-0499,632,shipped,2026-01-26,2026-02-07,SITE-042
7863,Mesa Tactical Manufacturing,MTM,PART-0236,685,pending,2024-04-12,2024-05-03,SITE-086
7864,Harborline Industrial Supply,HIS,PART-0094,842,shipped,2026-10-21,2026-11-12,SITE-036
7865,Vector Aerospace Supply,VAS,PART-0344,576,pending,2025-07-28,2025-08-19,SITE-062
7866,Ironclad Industrial Systems,IIS,PART-0391,972,shipped,2024-03-06,2024-03-20,SITE-084
7867,Evergreen Field Support,EFS,PART-0713,41,pending,2025-07-22,2025-08-08,SITE-012
7868,Trident Marine Components,TMC,PART-0374,848,delivered,2024-09-11,2024-10-07,SITE-043
7869,Evergreen Field Support,EFS,PART-0340,865,delivered,2023-09-28,2023-10-07,SITE-055
7870,Atlas Ground Support,AGS,PART-0654,960,pending,2023-10-28,2023-11-26,SITE-087
7871,Keystone Industrial Supply,KIS,PART-0218,411,pending,2025-10-14,2025-11-09,SITE-095
7872,Vector Aerospace Supply,VAS,PART-0194,319,shipped,2023-07-09,2023-07-23,SITE-036
7873,Sentinel Equipment Supply,SES,PART-0178,91,pending,2025-07-26,2025-08-25,SITE-056
7874,Redstone Logistics Group,RLG,PART-0928,14,pending,2025-03-09,2025-03-20,SITE-042
7875,Frontier Aviation Components,FAC,PART-0295,38,delivered,2023-05-20,2023-06-17,SITE-087
7876,Keystone Industrial Supply,KIS,PART-0950,141,pending,2026-11-02,2026-11-27,SITE-022
7877,Mesa Tactical Manufacturing,MTM,PART-0550,797,pending,2023-12-25,2024-01-05,SITE-066
7878,Sentinel Equipment Supply,SES,PART-0878,953,delivered,2026-02-14,2026-03-03,SITE-033
7879,Lone Star Equipment Group,LSEG,PART-0444,66,pending,2023-08-21,2023-08-27,SITE-004
7880,Blue Ridge Defense Manufacturing,BRDM,PART-0257,185,shipped,2026-01-11,2026-01-26,SITE-029
7881,Titan Mobility Systems,TMS,PART-0699,67,shipped,2025-07-03,2025-07-07,SITE-015
7882,Frontier Aviation Components,FAC,PART-0242,411,shipped,2024-09-15,2024-09-26,SITE-071
7883,Mesa Tactical Manufacturing,MTM,PART-0962,516,delivered,2024-04-09,2024-05-01,SITE-011
7884,Compass Maritime Supply,CMS,PART-0447,268,delivered,2023-02-18,2023-03-10,SITE-064
7885,Trident Marine Components,TMC,PART-0471,892,shipped,2025-03-14,2025-03-27,SITE-048
7886,Blue Ridge Defense Manufacturing,BRDM,PART-0901,205,delivered,2024-06-13,2024-07-09,SITE-015
7887,Liberty Mechanical Systems,LMS,PART-0641,68,shipped,2025-03-07,2025-03-08,SITE-071
7888,Keystone Industrial Supply,KIS,PART-0162,171,delivered,2024-08-07,2024-08-16,SITE-034
7889,Sentinel Equipment Supply,SES,PART-0247,523,shipped,2024-05-16,2024-06-07,SITE-099
7890,Frontier Aviation Components,FAC,PART-0993,563,shipped,2025-08-27,2025-09-08,SITE-010
7891,Ironclad Industrial Systems,IIS,PART-0510,22,delivered,2026-06-01,2026-06-08,SITE-061
7892,Falcon Electronics Group,FEG,PART-0092,763,shipped,2026-07-16,2026-07-26,SITE-095
7893,Falcon Electronics Group,FEG,PART-0688,696,pending,2023-04-02,2023-04-19,SITE-014
7894,Sterling Power Systems,SPS,PART-0535,988,delivered,2026-05-18,2026-06-13,SITE-010
7895,Pinnacle Hydraulic Systems,PHS,PART-0320,613,pending,2024-09-20,2024-10-16,SITE-008
7896,Northstar Defense Supply,NDS,PART-0287,863,pending,2026-02-04,2026-02-13,SITE-078
7897,Blue Ridge Defense Manufacturing,BRDM,PART-0546,671,delivered,2023-09-03,2023-09-05,SITE-053
7898,Mesa Tactical Manufacturing,MTM,PART-0936,198,pending,2023-07-18,2023-08-17,SITE-083
7899,Falcon Electronics Group,FEG,PART-0375,186,shipped,2025-11-01,2025-11-11,SITE-085
7900,Apex Defense Components,ADC,PART-0334,480,pending,2024-11-19,2024-12-01,SITE-084
7901,Atlas Ground Support,AGS,PART-0892,785,pending,2024-03-11,2024-03-23,SITE-020
7902,Compass Maritime Supply,CMS,PART-0373,607,shipped,2024-02-23,2024-03-14,SITE-058
7903,Titan Mobility Systems,TMS,PART-0806,155,shipped,2025-04-08,2025-04-18,SITE-023
7904,Heritage Logistics Supply,HLS,PART-0307,19,shipped,2023-11-09,2023-12-03,SITE-003
7905,Pinnacle Hydraulic Systems,PHS,PART-0212,446,shipped,2025-05-08,2025-05-10,SITE-015
7906,Mesa Tactical Manufacturing,MTM,PART-0812,903,pending,2026-08-05,2026-08-26,SITE-070
7907,Summit Tactical Supply,STS,PART-0559,894,pending,2023-03-22,2023-04-09,SITE-099
7908,Prairie Technical Components,PTC,PART-0999,623,pending,2023-02-16,2023-03-05,SITE-002
7909,Frontier Aviation Components,FAC,PART-0858,203,delivered,2024-06-18,2024-06-19,SITE-068
7910,Sentinel Equipment Supply,SES,PART-0666,494,shipped,2024-04-23,2024-05-06,SITE-058
7911,Sterling Power Systems,SPS,PART-0952,187,shipped,2026-06-28,2026-07-03,SITE-040
7912,Compass Maritime Supply,CMS,PART-0183,770,pending,2026-05-27,2026-06-17,SITE-052
7913,Redstone Logistics Group,RLG,PART-0888,957,shipped,2024-11-01,2024-11-11,SITE-057
7914,Trident Marine Components,TMC,PART-0507,307,pending,2026-11-15,2026-11-27,SITE-086
7915,Prairie Technical Components,PTC,PART-0198,305,pending,2024-07-20,2024-08-02,SITE-052
7916,Apex Defense Components,ADC,PART-0026,738,shipped,2023-03-03,2023-03-13,SITE-062
7917,Redstone Logistics Group,RLG,PART-0339,411,delivered,2025-07-13,2025-08-05,SITE-012
7918,Prairie Technical Components,PTC,PART-0664,143,delivered,2023-10-11,2023-10-13,SITE-009
7919,Compass Maritime Supply,CMS,PART-0344,374,shipped,2026-09-16,2026-10-16,SITE-032
7920,Harborline Industrial Supply,HIS,PART-0469,499,shipped,2023-04-15,2023-05-10,SITE-071
7921,Blue Ridge Defense Manufacturing,BRDM,PART-0179,676,delivered,2023-09-03,2023-10-01,SITE-039
7922,Granite State Components,GSC,PART-0140,486,delivered,2024-06-01,2024-06-22,SITE-031
7923,Patriot Precision Parts,PPP,PART-0737,32,delivered,2026-06-04,2026-06-22,SITE-016
7924,Ranger Vehicle Parts,RVP,PART-0880,672,pending,2025-07-16,2025-08-02,SITE-055
7925,Atlas Ground Support,AGS,PART-0227,283,pending,2026-07-18,2026-08-07,SITE-034
7926,Keystone Industrial Supply,KIS,PART-0581,241,pending,2026-05-04,2026-05-19,SITE-009
7927,Sentinel Equipment Supply,SES,PART-0002,668,shipped,2026-03-16,2026-04-05,SITE-064
7928,Compass Maritime Supply,CMS,PART-0389,700,pending,2023-06-16,2023-06-19,SITE-065
7929,Northstar Defense Supply,NDS,PART-0933,408,shipped,2025-01-21,2025-01-30,SITE-066
7930,Cedar Valley Manufacturing,CVM,PART-0780,503,delivered,2025-12-03,2025-12-24,SITE-090
7931,Sentinel Equipment Supply,SES,PART-0537,801,shipped,2025-09-22,2025-10-10,SITE-080
7932,Cascade Aerospace Systems,CAS,PART-0354,547,pending,2025-02-02,2025-02-16,SITE-041
7933,Ironclad Industrial Systems,IIS,PART-0904,78,shipped,2025-09-25,2025-10-04,SITE-083
7934,Cascade Aerospace Systems,CAS,PART-0441,681,pending,2025-02-16,2025-02-25,SITE-092
7935,Harborline Industrial Supply,HIS,PART-0124,651,delivered,2025-12-17,2026-01-08,SITE-078
7936,Northstar Defense Supply,NDS,PART-0238,940,pending,2025-11-11,2025-11-14,SITE-053
7937,Sterling Power Systems,SPS,PART-0257,652,pending,2025-10-11,2025-11-04,SITE-043
7938,Heritage Logistics Supply,HLS,PART-0666,878,pending,2023-01-03,2023-01-12,SITE-056
7939,Redstone Logistics Group,RLG,PART-0620,423,shipped,2023-06-19,2023-07-17,SITE-038
7940,Prairie Technical Components,PTC,PART-0293,601,delivered,2024-01-03,2024-01-10,SITE-061
7941,Harborline Industrial Supply,HIS,PART-0928,178,shipped,2026-11-24,2026-12-05,SITE-033
7942,Trident Marine Components,TMC,PART-0248,973,delivered,2026-10-17,2026-11-14,SITE-049
7943,Harborline Industrial Supply,HIS,PART-0733,257,shipped,2023-08-18,2023-08-23,SITE-095
7944,Cascade Aerospace Systems,CAS,PART-0937,325,pending,2024-09-13,2024-09-17,SITE-066
7945,Cedar Valley Manufacturing,CVM,PART-0041,69,delivered,2026-08-26,2026-09-03,SITE-032
7946,Granite State Components,GSC,PART-0303,916,delivered,2024-08-16,2024-09-10,SITE-080
7947,Evergreen Field Support,EFS,PART-0008,766,shipped,2025-01-17,2025-01-31,SITE-045
7948,Sterling Power Systems,SPS,PART-0486,686,pending,2024-09-26,2024-10-12,SITE-029
7949,Atlas Ground Support,AGS,PART-0889,252,delivered,2024-08-28,2024-09-27,SITE-099
7950,Patriot Precision Parts,PPP,PART-0135,428,delivered,2023-09-27,2023-10-22,SITE-089
7951,Falcon Electronics Group,FEG,PART-0729,159,shipped,2026-10-22,2026-10-27,SITE-067
7952,Lone Star Equipment Group,LSEG,PART-0573,688,pending,2023-03-24,2023-04-03,SITE-057
7953,Evergreen Field Support,EFS,PART-0868,82,delivered,2025-08-16,2025-09-13,SITE-034
7954,Blue Ridge Defense Manufacturing,BRDM,PART-0967,345,delivered,2025-05-02,2025-05-25,SITE-028
7955,Vector Aerospace Supply,VAS,PART-0520,835,pending,2025-11-14,2025-11-30,SITE-091
7956,Summit Tactical Supply,STS,PART-0118,513,delivered,2024-08-18,2024-09-17,SITE-021
7957,Lone Star Equipment Group,LSEG,PART-0572,157,shipped,2025-12-20,2026-01-10,SITE-051
7958,Compass Maritime Supply,CMS,PART-0780,847,delivered,2026-01-02,2026-01-15,SITE-059
7959,Summit Tactical Supply,STS,PART-0987,540,pending,2024-07-10,2024-07-30,SITE-040
7960,Granite State Components,GSC,PART-0215,287,delivered,2024-03-02,2024-03-21,SITE-019
7961,Blue Ridge Defense Manufacturing,BRDM,PART-0624,736,delivered,2026-01-04,2026-01-29,SITE-023
7962,Lone Star Equipment Group,LSEG,PART-0664,848,delivered,2024-11-03,2024-11-10,SITE-071
7963,Lone Star Equipment Group,LSEG,PART-0375,497,shipped,2024-02-07,2024-02-27,SITE-008
7964,Heritage Logistics Supply,HLS,PART-0433,480,delivered,2024-12-14,2024-12-30,SITE-051
7965,Patriot Precision Parts,PPP,PART-0497,89,delivered,2025-01-09,2025-02-03,SITE-039
7966,Heritage Logistics Supply,HLS,PART-0660,194,pending,2023-04-18,2023-05-16,SITE-089
7967,Summit Tactical Supply,STS,PART-0053,520,shipped,2025-12-25,2026-01-14,SITE-006
7968,Lone Star Equipment Group,LSEG,PART-0448,926,delivered,2023-05-01,2023-05-23,SITE-007
7969,Harborline Industrial Supply,HIS,PART-0436,82,shipped,2024-09-04,2024-09-10,SITE-027
7970,Atlas Ground Support,AGS,PART-0312,69,pending,2026-09-27,2026-10-04,SITE-010
7971,Blue Ridge Defense Manufacturing,BRDM,PART-0534,73,shipped,2025-09-03,2025-09-28,SITE-061
7972,Cedar Valley Manufacturing,CVM,PART-0815,108,shipped,2024-02-20,2024-03-04,SITE-089
7973,Ranger Vehicle Parts,RVP,PART-0625,865,delivered,2024-02-10,2024-02-24,SITE-095
7974,Prairie Technical Components,PTC,PART-0891,741,delivered,2026-11-27,2026-12-27,SITE-067
7975,Gulf Coast Maintenance Parts,GCMP,PART-0179,591,shipped,2025-11-19,2025-12-10,SITE-011
7976,Granite State Components,GSC,PART-0709,948,pending,2025-11-16,2025-11-26,SITE-009
7977,Harborline Industrial Supply,HIS,PART-0144,1,shipped,2025-02-08,2025-03-07,SITE-003
7978,Heritage Logistics Supply,HLS,PART-0217,593,pending,2026-12-04,2026-12-12,SITE-060
7979,Evergreen Field Support,EFS,PART-0305,579,delivered,2024-09-06,2024-09-23,SITE-024
7980,Apex Defense Components,ADC,PART-0475,28,shipped,2023-01-12,2023-02-01,SITE-024
7981,Ironclad Industrial Systems,IIS,PART-0363,817,shipped,2025-03-05,2025-04-04,SITE-075
7982,Evergreen Field Support,EFS,PART-0785,787,delivered,2024-11-01,2024-11-27,SITE-024
7983,Evergreen Field Support,EFS,PART-0076,570,pending,2026-03-21,2026-04-11,SITE-074
7984,Sterling Power Systems,SPS,PART-0120,209,pending,2023-08-18,2023-08-30,SITE-009
7985,Cascade Aerospace Systems,CAS,PART-0143,776,delivered,2025-08-09,2025-08-21,SITE-007
7986,Liberty Mechanical Systems,LMS,PART-0170,971,pending,2023-04-28,2023-05-15,SITE-100
7987,Compass Maritime Supply,CMS,PART-0831,267,delivered,2025-06-22,2025-07-22,SITE-053
7988,Pinnacle Hydraulic Systems,PHS,PART-0038,152,pending,2024-07-20,2024-07-23,SITE-034
7989,Lone Star Equipment Group,LSEG,PART-0550,695,shipped,2026-08-08,2026-09-03,SITE-025
7990,Frontier Aviation Components,FAC,PART-0047,703,pending,2026-06-23,2026-06-29,SITE-088
7991,Granite State Components,GSC,PART-0289,539,delivered,2024-11-26,2024-12-11,SITE-012
7992,Lone Star Equipment Group,LSEG,PART-0643,831,shipped,2024-06-13,2024-06-28,SITE-041
7993,Prairie Technical Components,PTC,PART-0315,463,shipped,2023-01-02,2023-01-30,SITE-015
7994,Pinnacle Hydraulic Systems,PHS,PART-0883,508,shipped,2023-03-23,2023-04-03,SITE-021
7995,Ranger Vehicle Parts,RVP,PART-0790,944,shipped,2026-08-10,2026-08-20,SITE-061
7996,Northstar Defense Supply,NDS,PART-0554,103,delivered,2025-09-25,2025-09-30,SITE-054
7997,Northstar Defense Supply,NDS,PART-0950,937,pending,2025-07-17,2025-07-22,SITE-046
7998,Evergreen Field Support,EFS,PART-0839,502,delivered,2026-02-19,2026-03-05,SITE-075
7999,Ironclad Industrial Systems,IIS,PART-0217,969,pending,2026-05-12,2026-05-13,SITE-010
8000,Compass Maritime Supply,CMS,PART-0664,92,delivered,2026-09-10,2026-09-16,SITE-080
8001,Titan Mobility Systems,TMS,PART-0410,147,shipped,2023-05-21,2023-06-16,SITE-049
8002,Blue Ridge Defense Manufacturing,BRDM,PART-0582,885,pending,2023-06-02,2023-07-01,SITE-050
8003,Keystone Industrial Supply,KIS,PART-0780,61,pending,2026-10-09,2026-10-16,SITE-098
8004,Titan Mobility Systems,TMS,PART-0598,934,shipped,2024-01-24,2024-02-23,SITE-094
8005,Pinnacle Hydraulic Systems,PHS,PART-0801,953,shipped,2025-06-16,2025-06-21,SITE-053
8006,Summit Tactical Supply,STS,PART-0117,567,delivered,2026-08-08,2026-08-12,SITE-007
8007,Blue Ridge Defense Manufacturing,BRDM,PART-0619,872,shipped,2026-11-15,2026-11-21,SITE-057
8008,Liberty Mechanical Systems,LMS,PART-0901,537,pending,2026-05-28,2026-05-30,SITE-048
8009,Gulf Coast Maintenance Parts,GCMP,PART-0581,265,delivered,2026-06-21,2026-07-03,SITE-005
8010,Apex Defense Components,ADC,PART-0464,674,pending,2024-06-11,2024-06-26,SITE-028
8011,Vector Aerospace Supply,VAS,PART-0247,878,shipped,2023-01-14,2023-01-19,SITE-090
8012,Granite State Components,GSC,PART-0411,396,delivered,2026-07-19,2026-07-25,SITE-070
8013,Trident Marine Components,TMC,PART-0816,520,delivered,2024-04-07,2024-04-25,SITE-100
8014,Ironclad Industrial Systems,IIS,PART-0812,555,shipped,2023-12-03,2023-12-26,SITE-098
8015,Harborline Industrial Supply,HIS,PART-0397,285,pending,2023-02-24,2023-03-24,SITE-099
8016,Sentinel Equipment Supply,SES,PART-0352,636,shipped,2024-04-24,2024-05-11,SITE-076
8017,Liberty Mechanical Systems,LMS,PART-0668,982,shipped,2025-08-11,2025-09-02,SITE-050
8018,Granite State Components,GSC,PART-0647,985,shipped,2025-02-10,2025-03-04,SITE-079
8019,Ironclad Industrial Systems,IIS,PART-0111,625,shipped,2023-06-25,2023-06-29,SITE-056
8020,Falcon Electronics Group,FEG,PART-0857,265,pending,2023-12-15,2024-01-02,SITE-072
8021,Apex Defense Components,ADC,PART-0940,631,pending,2024-07-16,2024-08-15,SITE-010
8022,Frontier Aviation Components,FAC,PART-0498,369,pending,2023-09-12,2023-09-24,SITE-062
8023,Heritage Logistics Supply,HLS,PART-0823,280,pending,2023-10-06,2023-11-04,SITE-061
8024,Cascade Aerospace Systems,CAS,PART-0252,505,shipped,2023-01-10,2023-02-09,SITE-050
8025,Redstone Logistics Group,RLG,PART-0314,189,delivered,2025-04-11,2025-04-19,SITE-085
8026,Prairie Technical Components,PTC,PART-0671,532,pending,2025-04-17,2025-05-01,SITE-036
8027,Gulf Coast Maintenance Parts,GCMP,PART-0009,309,pending,2024-10-20,2024-11-04,SITE-024
8028,Mesa Tactical Manufacturing,MTM,PART-0356,503,delivered,2023-05-26,2023-06-12,SITE-064
8029,Sentinel Equipment Supply,SES,PART-0568,265,shipped,2025-06-11,2025-06-23,SITE-096
8030,Evergreen Field Support,EFS,PART-0627,844,shipped,2026-10-18,2026-11-08,SITE-074
8031,Summit Tactical Supply,STS,PART-0467,170,delivered,2023-09-08,2023-10-03,SITE-015
8032,Sentinel Equipment Supply,SES,PART-0224,372,pending,2025-06-14,2025-06-18,SITE-026
8033,Patriot Precision Parts,PPP,PART-0100,43,shipped,2023-08-08,2023-08-28,SITE-035
8034,Vector Aerospace Supply,VAS,PART-0794,138,pending,2024-12-12,2024-12-15,SITE-079
8035,Falcon Electronics Group,FEG,PART-0419,200,pending,2026-11-12,2026-11-25,SITE-070
8036,Keystone Industrial Supply,KIS,PART-0666,648,shipped,2025-03-14,2025-03-22,SITE-051
8037,Gulf Coast Maintenance Parts,GCMP,PART-0522,186,pending,2025-04-26,2025-05-12,SITE-021
8038,Patriot Precision Parts,PPP,PART-0365,131,pending,2023-08-24,2023-08-25,SITE-002
8039,Prairie Technical Components,PTC,PART-0098,391,shipped,2023-04-23,2023-04-24,SITE-098
8040,Cedar Valley Manufacturing,CVM,PART-0642,523,delivered,2024-09-06,2024-09-22,SITE-091
8041,Harborline Industrial Supply,HIS,PART-0926,788,pending,2023-07-08,2023-08-03,SITE-086
8042,Ranger Vehicle Parts,RVP,PART-0339,485,shipped,2026-09-22,2026-10-02,SITE-061
8043,Compass Maritime Supply,CMS,PART-0510,276,pending,2026-06-04,2026-06-24,SITE-011
8044,Apex Defense Components,ADC,PART-0722,8,shipped,2023-05-08,2023-05-31,SITE-077
8045,Blue Ridge Defense Manufacturing,BRDM,PART-0790,596,pending,2026-11-12,2026-12-03,SITE-076
8046,Mesa Tactical Manufacturing,MTM,PART-0875,104,shipped,2023-04-20,2023-04-22,SITE-058
8047,Ironclad Industrial Systems,IIS,PART-0840,947,pending,2026-02-19,2026-03-18,SITE-027
8048,Compass Maritime Supply,CMS,PART-0939,867,shipped,2023-04-11,2023-04-25,SITE-023
8049,Harborline Industrial Supply,HIS,PART-0448,340,delivered,2023-01-05,2023-01-19,SITE-008
8050,Keystone Industrial Supply,KIS,PART-0701,342,shipped,2026-02-18,2026-03-20,SITE-027
8051,Compass Maritime Supply,CMS,PART-0060,767,delivered,2026-04-13,2026-04-29,SITE-078
8052,Heritage Logistics Supply,HLS,PART-0847,593,shipped,2023-11-03,2023-11-08,SITE-081
8053,Sentinel Equipment Supply,SES,PART-0728,275,delivered,2026-04-24,2026-05-23,SITE-031
8054,Pinnacle Hydraulic Systems,PHS,PART-0505,916,pending,2024-09-06,2024-09-08,SITE-035
8055,Patriot Precision Parts,PPP,PART-0703,331,shipped,2024-09-10,2024-09-11,SITE-031
8056,Lone Star Equipment Group,LSEG,PART-0898,89,shipped,2023-09-23,2023-10-23,SITE-064
8057,Heritage Logistics Supply,HLS,PART-0189,863,pending,2024-04-20,2024-05-13,SITE-017
8058,Vector Aerospace Supply,VAS,PART-0563,475,shipped,2026-07-13,2026-08-12,SITE-061
8059,Gulf Coast Maintenance Parts,GCMP,PART-0029,853,shipped,2023-10-19,2023-11-11,SITE-084
8060,Prairie Technical Components,PTC,PART-0659,212,shipped,2023-08-19,2023-09-08,SITE-040
8061,Redstone Logistics Group,RLG,PART-0715,234,pending,2023-01-09,2023-02-01,SITE-094
8062,Evergreen Field Support,EFS,PART-0932,389,shipped,2025-05-02,2025-05-09,SITE-026
8063,Harborline Industrial Supply,HIS,PART-0279,810,pending,2026-03-10,2026-03-28,SITE-037
8064,Compass Maritime Supply,CMS,PART-0461,502,delivered,2024-11-26,2024-12-05,SITE-087
8065,Summit Tactical Supply,STS,PART-0625,915,shipped,2023-12-10,2023-12-28,SITE-043
8066,Redstone Logistics Group,RLG,PART-0520,885,pending,2025-09-07,2025-09-11,SITE-073
8067,Mesa Tactical Manufacturing,MTM,PART-0171,917,pending,2025-01-12,2025-01-18,SITE-093
8068,Heritage Logistics Supply,HLS,PART-0718,587,shipped,2024-03-27,2024-04-17,SITE-058
8069,Titan Mobility Systems,TMS,PART-0012,141,delivered,2025-06-01,2025-06-15,SITE-063
8070,Summit Tactical Supply,STS,PART-0219,923,delivered,2025-03-12,2025-04-07,SITE-068
8071,Compass Maritime Supply,CMS,PART-0251,624,pending,2025-08-17,2025-08-31,SITE-058
8072,Heritage Logistics Supply,HLS,PART-0392,487,shipped,2023-07-05,2023-07-17,SITE-092
8073,Gulf Coast Maintenance Parts,GCMP,PART-0442,464,shipped,2024-12-18,2024-12-24,SITE-011
8074,Sentinel Equipment Supply,SES,PART-0560,117,shipped,2023-02-03,2023-02-17,SITE-097
8075,Harborline Industrial Supply,HIS,PART-0211,904,pending,2026-02-27,2026-03-27,SITE-087
8076,Falcon Electronics Group,FEG,PART-0353,506,delivered,2024-01-12,2024-01-18,SITE-034
8077,Mesa Tactical Manufacturing,MTM,PART-0009,871,shipped,2026-09-08,2026-09-20,SITE-034
8078,Sentinel Equipment Supply,SES,PART-0581,470,shipped,2023-09-01,2023-09-27,SITE-090
8079,Redstone Logistics Group,RLG,PART-0515,685,delivered,2026-11-27,2026-12-16,SITE-086
8080,Prairie Technical Components,PTC,PART-0160,795,shipped,2023-05-06,2023-05-12,SITE-002
8081,Compass Maritime Supply,CMS,PART-0744,545,shipped,2026-12-27,2027-01-13,SITE-030
8082,Apex Defense Components,ADC,PART-0081,360,delivered,2023-08-28,2023-09-22,SITE-024
8083,Ranger Vehicle Parts,RVP,PART-0391,93,shipped,2023-08-27,2023-09-14,SITE-099
8084,Sterling Power Systems,SPS,PART-0321,44,shipped,2024-04-19,2024-05-14,SITE-095
8085,Ironclad Industrial Systems,IIS,PART-0304,202,pending,2023-07-22,2023-07-30,SITE-072
8086,Mesa Tactical Manufacturing,MTM,PART-0163,824,delivered,2026-09-15,2026-10-11,SITE-048
8087,Pinnacle Hydraulic Systems,PHS,PART-0608,79,pending,2026-03-25,2026-04-20,SITE-037
8088,Heritage Logistics Supply,HLS,PART-0662,634,pending,2026-04-09,2026-05-05,SITE-078
8089,Northstar Defense Supply,NDS,PART-0451,648,delivered,2023-04-24,2023-05-07,SITE-030
8090,Heritage Logistics Supply,HLS,PART-0829,998,shipped,2026-07-09,2026-07-21,SITE-055
8091,Vector Aerospace Supply,VAS,PART-0237,958,shipped,2024-03-09,2024-03-24,SITE-025
8092,Lone Star Equipment Group,LSEG,PART-0710,465,delivered,2024-02-22,2024-03-17,SITE-035
